 

Task 1:
For different lists of SNPs covered by different assays, group alleles into indistinguishable allels.    
TODO: Compare that to alleles claimed to be discoverable by manufacturer.




** ASSAY: florida_stanford_chip **
2 set(s) of mutually indistinguishable haplotypes:  [{'*8', '*1', '*2', '*4', '*5', '*7', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}]
2 rsids were used to define haplotypes for this gene
2 out of these rsids are present in the 1000genomes samples: {'rs776746', 'rs10264272'}
0 out of these rsids are not present in the 1000genomes samples: set() 



** ASSAY: hypothetical_assay_covering_all_rsids_in_pharmgkb **
2 set(s) of mutually indistinguishable haplotypes:  [{'*1', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3J', '*3H', '*3I', '*3G', '*3E', '*3C'}]
12 rsids were used to define haplotypes for this gene
7 out of these rsids are present in the 1000genomes samples: {'rs28383468', 'rs56411402', 'rs10264272', 'rs776746', 'rs28365085', 'rs41303343', 'rs28365083'}
5 out of these rsids are not present in the 1000genomes samples: {'rs55817950', 'rs72552791', 'rs56244447', 'rs28383479', 'rs41279854'} 



** ASSAY: veracode_adme_corepanel **
2 set(s) of mutually indistinguishable haplotypes:  [{'*8', '*1', '*2', '*4', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3L', '*3J', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}]
4 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs776746', 'rs41303343', 'rs10264272'}
1 out of these rsids are not present in the 1000genomes samples: {'rs41279854'} 



** ASSAY: taqman **
2 set(s) of mutually indistinguishable haplotypes:  [{'*8', '*1', '*2', '*4', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3L', '*3J', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}]
4 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs776746', 'rs41303343', 'rs10264272'}
1 out of these rsids are not present in the 1000genomes samples: {'rs41279854'} 



** ASSAY: dmet_plus **
2 set(s) of mutually indistinguishable haplotypes:  [{'*1', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3J', '*3H', '*3I', '*3G', '*3E', '*3C'}]
12 rsids were used to define haplotypes for this gene
7 out of these rsids are present in the 1000genomes samples: {'rs28383468', 'rs56411402', 'rs10264272', 'rs776746', 'rs28365085', 'rs41303343', 'rs28365083'}
5 out of these rsids are not present in the 1000genomes samples: {'rs55817950', 'rs72552791', 'rs56244447', 'rs28383479', 'rs41279854'} 

 

Task 2:
For different lists of SNPs covered by different assays, calculate how many samples in 1000genomes would be assigned an allele 
that actually does not match the 'correct' allele ('correct' allele = the allele inferred based on 'hypothetical_assay_covering_all_rsids_in_pharmgkb'). 
TODO: Also generate statistics on inferred alleles, ethnicities etc.



Task 3:

Generate statistics



    
    SNP variant counts in gene definitions and in sample data.
    
    
sample	gene	maternal_or_paternal_haplotype	florida_stanford_chip	hypothetical_assay_covering_all_rsids_in_pharmgkb	veracode_adme_corepanel	taqman	dmet_plus
NA19131	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00501	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00501	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19137	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19137	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00120	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00120	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA20796	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA20796	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00464	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00464	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00463	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00463	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00138	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00138	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA20359	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA20359	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA18537	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18537	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00188	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00188	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18536	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA18536	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19901	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19901	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA18530	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18530	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3F'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3F'}
NA11893	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA11893	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19678	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19678	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG01198	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01198	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18582	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18582	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG01626	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01626	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01625	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01625	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19009	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19009	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01191	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01191	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01190	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG01190	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG01620	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG01620	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00619	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00619	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18615	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA18615	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
